name,number,title,full_name,term_quarter,term_year,grade_Ap,grade_A,grade_Am,grade_Bp,grade_B,grade_Bm,grade_Cp,grade_C,grade_Cm,grade_Dp,grade_D,grade_Dm,grade_F,grade_no_pass,grade_pass
PSYCH 110,110,Fundamentals of Learning,Michael Fanselow,WI,2017,6,101,16,40,55,37,19,25,15,0,3,0,3,1,5
PSYCH 124D,124D,Principles of Human Performance,Chris Lau,WI,2017,1,15,4,1,1,0,0,0,0,0,0,0,0,0,0
PSYCH 120A,120A,Cognitive Psychology,Martin Monti,WI,2017,7,26,30,71,33,22,18,14,8,4,1,1,0,2,0
PSYCH 136A,136A,Social Psychology Laboratory,Julie Smurda,WI,2017,0,9,6,4,9,1,0,0,0,0,0,0,0,0,0
PSYCH 112D,112D,Animal Cognition,Aaron Blaisdell,WI,2017,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYCH 100A,100A,Psychological Statistics,Adi Jaffe,WI,2017,5,28,29,24,36,20,18,29,5,0,0,2,6,0,0
PSYCH M139,M139,Perspectives on Autism and Neurodiversity,Linda Demer,WI,2017,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0
PSYCH M139,M139,Perspectives on Autism and Neurodiversity,Judith Mark,WI,2017,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0
PSYCH 152,152,Mind-Body Interactions and Health,Julienne Bower,WI,2017,12,54,62,29,27,9,6,2,1,1,0,0,0,1,0
PSYCH 131,131,Research in Developmental Psychology,J.A. Danan,WI,2017,0,10,8,3,1,0,0,0,0,0,0,0,0,0,0
PSYCH 133A,133A,Adolescent Development,Jaana Juvonen,WI,2017,7,19,25,18,18,16,8,4,4,1,0,1,0,0,5
PSYCH 188B,188B,Special Courses in Psychology,Y.J. Tehranian,WI,2017,13,32,7,4,6,0,0,0,0,1,1,0,0,0,0
PSYCH 100A,100A,Psychological Statistics,James Stigler,WI,2017,14,83,0,21,68,0,11,9,1,1,4,0,0,0,0
PSYCH 127B,127B,Abnormal Psychology: Biological Bases,Roselinde Kaiser,WI,2017,3,11,7,10,10,0,3,8,3,2,1,0,2,1,0
PSYCH 134B,134B,Applied Developmental Psychology: Preschool/School-Age Care and Education,Elisheva Gross,WI,2017,3,19,8,0,0,0,0,0,0,0,0,0,0,0,0
PSYCH 189,189,Advanced Honors Seminars,Thomas Bradbury,WI,2017,2,18,2,0,0,0,0,0,0,0,0,0,0,0,0
PSYCH 126,126,Clinical Psychology Laboratory,Michelle Craske,WI,2017,8,5,6,4,2,0,0,0,0,0,0,0,0,0,0
PSYCH 150,150,Introduction to Health Psychology,Theodore Robles,WI,2017,21,27,35,15,28,18,11,11,9,4,4,3,1,0,8
PSYCH 124C,124C,Human Memory,Alan Castel,WI,2017,11,26,3,1,2,0,0,1,0,0,0,0,0,0,0
PSYCH 119A,119A,Neuropsychopharmacology,Alicia Izquierdo Edler,WI,2017,1,7,12,13,6,2,2,0,1,0,0,0,0,0,1
PSYCH 136A,136A,Social Psychology Laboratory,Kerri Johnson,WI,2017,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0
PSYCH 101,101,General Psychology Laboratory,Sean Mcauliffe,WI,2017,2,3,1,4,10,2,9,2,1,0,0,0,0,0,0
PSYCH 119C,119C,Cognitive Neuroscience,Barbara Knowlton,WI,2017,1,3,3,3,3,3,3,1,0,0,0,0,0,0,1
PSYCH 119J,119J,Brain Bugs: Understanding Brain through Its Flaws,Dean Buonomano,WI,2017,2,15,16,7,4,0,0,0,0,0,0,0,0,0,0
PSYCH 100B,100B,Research Methods in Psychology,Iris Firstenberg,WI,2017,2,35,33,35,59,49,34,41,28,5,3,1,3,0,3
PSYCH 119K,119K,Neurophilosophy,Andrew Levine,WI,2017,3,5,1,4,1,1,1,0,0,0,0,0,0,0,1
PSYCH 119F,119F,Neural Basis of Behavior,Hugh Blair,WI,2017,1,8,6,7,5,5,3,0,1,0,0,0,0,0,1
PSYCH 127A,127A,Abnormal Psychology,Rena Repetti,WI,2017,11,46,39,24,19,17,11,7,9,3,0,1,3,0,1
PSYCH 121,121,Laboratory in Cognitive Psychology,Uri Maoz,WI,2017,12,7,2,1,2,1,0,0,0,0,0,0,0,0,0
PSYCH 189,189,Advanced Honors Seminars,Martin Monti,WI,2017,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
PSYCH 121,121,Laboratory in Cognitive Psychology,Patricia Cheng,WI,2017,1,7,6,3,4,2,0,0,0,0,0,0,0,0,0
PUB HLT M106,M106,Health in Chicano/Latino Population,David Hayes-bautista,WI,2017,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0
PUB PLC 10B,10B,California Policy Issues,Daniel Mitchell,WI,2017,0,8,18,17,11,4,0,1,0,0,0,0,0,0,0
PUB PLC 191A,191A,Variable Topics Research Seminars: Public Policy,Karen Kaufmann,WI,2017,1,7,1,1,2,1,1,0,0,0,1,0,0,0,0
PUB PLC CM182,CM182,"Science, Technology, and Public Policy",John Villasenor,WI,2017,1,7,2,0,5,0,0,0,0,0,1,0,0,0,0
PUB PLC 187,187,Research Seminar: Public Policy,Rick Tuttle,WI,2017,0,14,6,5,2,0,0,0,0,0,0,0,0,0,0
PUB PLC CM182,CM182,"Science, Technology, and Public Policy",Albert Carnesale,WI,2017,1,7,2,0,5,0,0,0,0,0,1,0,0,0,0
PUB PLC 10B,10B,California Policy Issues,Michael Dukakis,WI,2017,0,8,18,17,11,4,0,1,0,0,0,0,0,0,0
PUB PLC 105,105,Leadership in Public Interest,William Parent,WI,2017,6,13,7,5,0,1,0,0,0,0,1,0,0,0,0
RELIGN 177,177,Variable Topics in Religion,Ryan Gillespie,WI,2017,0,5,11,2,1,0,0,0,0,0,0,0,0,0,1
RELIGN M61,M61,Introduction to Zen Buddhism,Karen Muldoon-Hules,WI,2017,2,3,1,5,2,1,0,0,0,0,0,0,0,0,1
RELIGN M60W,M60W,Introduction to Buddhism,William Bodiford,WI,2017,0,6,0,2,0,0,1,0,0,0,0,0,1,0,0
RELIGN M105B,M105B,Baha'i Faith in Iran: Baha'i Teachings that Transformed Iranian Community and Made It Open to Modernity,Nader Saiedi,WI,2017,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0
RELIGN M161D,M161D,Buddhism in India,Gregory Schopen,WI,2017,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0
RELIGN M142C,M142C,History of Religion in U.S.,Carla Pestana,WI,2017,0,1,5,3,2,1,3,0,1,0,0,0,0,0,0
RELIGN 191,191,Variable Topics Research Seminars: Study of Religion,Carol Bakhos,WI,2017,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0
RELIGN M40,M40,Christianities East and West,Ronald Vroon,WI,2017,4,4,5,5,5,1,1,2,1,0,0,0,0,0,2
RELIGN M50,M50,"Origins of Judaism, Christianity, and Islam",Donald Westbrook,WI,2017,2,7,27,3,1,2,2,0,1,0,0,0,0,0,0
RELIGN 110,110,Religion and Violence,Kevin Scull,WI,2017,5,9,10,5,5,2,0,1,1,0,1,0,2,0,0
RUSSN C124N,C124N,Studies in Russian Literature: Nabokov,Yelena Furman,WI,2017,0,4,5,4,1,1,0,0,0,0,0,0,0,0,0
RUSSN 100B,100B,Literacy in Russian,Anna Kudyma,WI,2017,5,7,0,1,1,0,0,0,0,0,0,0,0,0,0
RUSSN 25W,25W,Russian Novel in Translation,Gail Lenhoff,WI,2017,8,11,4,5,3,2,0,0,1,0,0,0,1,0,0
RUSSN 102B,102B,Topics in Advanced/Superior Russian,Anna Kudyma,WI,2017,3,11,2,0,0,0,0,0,0,0,0,0,0,0,0
RUSSN 100B,100B,Literacy in Russian,Nataly Lekht,WI,2017,5,7,0,1,1,0,0,0,0,0,0,0,0,0,0
RUSSN 103B,103B,Russian for Native and Near-Native Speakers: Literature and Film,Anna Kudyma,WI,2017,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
RUSSN 2,2,Elementary Russian,Anna Kudyma,WI,2017,7,13,6,0,1,2,0,0,0,0,0,0,0,1,1
RUSSN 5,5,Intermediate Russian,Anna Kudyma,WI,2017,1,4,5,1,0,2,0,0,0,0,0,0,0,0,0
RUSSN 128,128,Russian Science Fiction,Vyacheslav Ivanov,WI,2017,3,3,2,0,2,1,0,0,0,0,0,0,0,1,0
RUSSN 5,5,Intermediate Russian,Nataly Lekht,WI,2017,1,4,5,1,0,2,0,0,0,0,0,0,0,0,0
RUSSN 101B,101B,Third-Year Russian: Soviet Russia,Susan Kresin,WI,2017,1,7,4,0,1,0,0,0,0,0,0,0,0,0,0
S ASIAN CM160,CM160,Buddhism in India,Gregory Schopen,WI,2017,0,2,4,1,5,1,2,0,0,0,0,0,0,0,0
SCAND 50W,50W,Introduction to Scandinavian Literatures and Cultures,Patrick Wen,WI,2017,37,34,12,2,0,0,0,0,0,0,0,0,0,0,0
SCAND C180,C180,Literature and Scandinavian Society,Patrick Wen,WI,2017,34,7,4,0,0,0,1,0,0,1,0,0,0,0,0
SCAND 134,134,Scandinavian Mythology,Kimberly Ball,WI,2017,6,13,8,5,4,2,2,1,1,0,0,0,1,0,1
SCAND 133C,133C,Social Network Analysis and Icelandic Family Saga,Timothy Tangherlini,WI,2017,0,17,1,0,0,0,0,0,0,0,0,0,0,0,1
SCAND 147A,147A,Hans Christian Andersen,Kimberly Ball,WI,2017,6,12,8,4,8,3,0,1,0,1,0,0,1,0,0
SCAND C166A,C166A,Ingmar Bergman,Arne Lunde,WI,2017,9,19,3,0,1,0,0,0,0,0,0,0,0,0,0
SCAND C171,C171,Introduction to Scandinavian Folklore,Timothy Tangherlini,WI,2017,0,20,8,6,1,0,0,0,0,0,0,0,0,0,0
SCI EDU 1SL,1SL,Classroom Practices in Elementary School Science,Kelly Peters,WI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
SCI EDU 1SL,1SL,Classroom Practices in Elementary School Science,K.A. Serrano,WI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
SEASIAN 135,135,Religion and Society in Southeast Asia,George Dutton,WI,2017,0,2,2,2,2,0,2,2,0,0,0,0,0,2,0
SLAVC M40,M40,Christianities East and West,Ronald Vroon,WI,2017,3,2,8,3,2,1,0,0,0,0,0,0,0,0,2
SLAVC 87,87,Languages of Los Angeles,Vyacheslav Ivanov,WI,2017,2,38,15,0,0,0,0,2,0,0,0,0,1,0,5
SOC GEN 101,101,Genetic Concepts for Human Sciences,Patrick Allard,WI,2017,2,11,19,10,6,3,1,0,1,0,0,0,0,0,0
SOC GEN 105A,105A,Ways of Knowing in Life and Human Sciences,Soraya de Chadarevian,WI,2017,5,61,25,8,1,1,0,0,0,0,1,0,1,0,0
SOC GEN M144,M144,Stress and Society: Biology and Inequality,Hannah Landecker,WI,2017,10,11,5,2,3,1,0,0,0,0,0,0,0,0,0
SOC GEN 188,188,Special Courses in Society and Genetics,Jessica Lynch Alfaro,WI,2017,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
SOC GEN 5,5,Integrative Approaches to Human Biology and Society,Jessica Lynch Alfaro,WI,2017,66,26,13,4,4,0,1,1,0,0,0,0,0,1,0
SOC GEN 85,85,"Critical Study of Health, Sickness, and Healing in Global Perspective",Mi Kim,WI,2017,0,9,5,7,18,2,3,6,0,0,0,0,2,0,0
SOC GEN 165,165,Introduction to Bioethics,Anne le Goff,WI,2017,0,5,8,11,11,5,2,4,0,0,0,0,1,0,0
SOC GEN M144,M144,Stress and Society: Biology and Inequality,Michelle Rensel,WI,2017,10,11,5,2,3,1,0,0,0,0,0,0,0,0,0
SOC GEN 89,89,Honors Seminars,Jessica Lynch Alfaro,WI,2017,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1
SOC GEN 188,188,Special Courses in Society and Genetics,Christopher Kelty,WI,2017,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0
SOC WLF 100B,100B,Social Welfare Policy: Overview,Jorja Leap,WI,2017,1,202,0,0,17,0,0,6,0,0,2,0,0,0,1
SOC WLF M110,M110,Inequality and Democracy: Analysis and Praxis of Public Problems,Ananya Roy,WI,2017,0,13,20,7,3,0,0,0,0,0,0,0,0,0,0
SOC WLF M104C,M104C,Diversity in Aging: Roles of Gender and Ethnicity,Fernando Torres-gil,WI,2017,3,7,10,5,7,1,0,0,0,0,0,0,0,0,1
SOC WLF M108,M108,"Biomedical, Social, and Policy Frontiers in Human Aging",Lene Levy-storms,WI,2017,0,6,14,9,6,4,0,0,0,0,0,0,0,0,0
SOCIOL M124A,M124A,Conversational Structures I,Steven Clayman,WI,2017,0,11,22,35,30,12,2,2,1,4,0,2,0,0,0
SOCIOL 180A,180A,Special Topics in Sociology,Aliza Luft,WI,2017,0,16,15,18,38,16,12,8,6,9,5,0,6,0,0
SOCIOL 101,101,Development of Sociological Theory,Stefan Bargheer,WI,2017,0,34,99,71,54,28,10,7,0,0,0,0,4,1,0
SOCIOL 189,189,Advanced Honors Seminars,Jeffrey Prager,WI,2017,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
SOCIOL M124A,M124A,Conversational Structures I,John Heritage,WI,2017,0,11,22,35,30,12,2,2,1,4,0,2,0,0,0
SOCIOL 113,113,Statistical and Computer Methods for Social Research,William Steers,WI,2017,0,37,7,14,9,7,11,1,0,1,1,0,4,1,1
SOCIOL M144,M144,Stress and Society: Biology and Inequality,Hannah Landecker,WI,2017,1,7,5,4,5,2,2,0,0,1,0,0,0,0,0
SOCIOL 1,1,Introductory Sociology,Mark Jepson,WI,2017,17,33,25,29,102,16,11,29,7,0,12,2,3,2,7
SOCIOL 51,51,Sociology of Migration,Lauren Duquette,WI,2017,5,62,26,24,15,1,2,0,0,0,0,0,3,0,0
SOCIOL 102,102,Contemporary Sociological Theory,Jeffrey Prager,WI,2017,4,52,47,49,37,19,7,12,1,0,0,0,3,0,0
SOCIOL 102,102,Contemporary Sociological Theory,Jeffrey Guhin,WI,2017,1,8,24,11,20,15,12,12,0,1,1,0,7,0,1
SOCIOL 145,145,Sociology of Deviant Behavior,V.P. Foreman,WI,2017,0,17,13,21,23,20,19,12,10,1,3,0,2,0,0
SOCIOL 173,173,Economy and Society,Zsuzsa Berend,WI,2017,24,15,17,20,9,15,13,8,8,1,2,1,2,1,1
SOCIOL 181A,181A,Sociology of Contemporary China,Ching Lee,WI,2017,14,25,20,17,28,12,9,7,1,1,6,1,2,0,0
SOCIOL 195CE,195CE,Community and Corporate Internships in Sociology,Edward Walker,WI,2017,4,5,11,2,1,3,1,0,0,0,0,1,0,0,4
SOCIOL 156,156,Race and Ethnicity in American Life,Keith Robinson,WI,2017,0,23,18,27,21,22,14,8,10,1,3,0,0,1,0
SOCIOL M144,M144,Stress and Society: Biology and Inequality,Michelle Rensel,WI,2017,1,7,5,4,5,2,2,0,0,1,0,0,0,0,0
SOCIOL 20,20,Introduction to Sociological Research Methods,Terri Anderson,WI,2017,0,24,13,19,31,15,11,23,2,1,2,0,8,0,0
SOCIOL 180B,180B,Special Topics in Sociology,Marcus Hunter,WI,2017,45,126,85,29,16,9,3,3,1,0,0,0,0,0,0
SOCIOL 182,182,Political Sociology,Dan Lainer-Vos,WI,2017,0,31,34,30,19,11,4,8,4,4,0,0,1,0,0
SOCIOL 198B,198B,Honors Research in Sociology,Zsuzsa Berend,WI,2017,0,14,3,6,0,0,0,0,0,0,0,0,0,0,0
SOCIOL 126,126,Study of Norms,Brandon Reilly,WI,2017,0,52,33,26,38,3,1,2,0,0,0,0,0,0,0
SOCIOL 151,151,Comparative Immigration,Roger Waldinger,WI,2017,11,19,15,14,23,13,2,13,11,6,6,3,4,0,2
SPAN 150,150,Topics in Contemporary Studies,Willivaldo Delgadillo,WI,2017,0,30,0,0,1,1,0,0,0,0,0,0,0,0,0
SPAN 135,135,Topics in Early Modern Studies,Jimena Rodriguez,WI,2017,1,13,5,3,0,0,0,0,0,0,0,0,0,0,0
SPAN 100B,100B,Introduction to Study of Spanish Grammar: Syntax,Ji Kim,WI,2017,6,8,1,2,1,1,0,0,0,0,0,0,1,0,0
SPAN 3,3,Elementary Spanish,Carlota Suhr,WI,2017,3,8,0,2,3,1,0,1,0,0,0,0,0,0,7
SPAN 155C,155C,Topics in U.S. Latino Studies,Audrey Harris,WI,2017,7,14,3,0,1,0,0,0,2,0,0,0,0,0,0
SPAN 150,150,Topics in Contemporary Studies,J Marturano,WI,2017,4,13,0,0,0,0,0,0,0,0,0,0,1,0,0
SPAN 119,119,Structure of Literary Work,Adriana Bergero,WI,2017,4,7,10,6,3,1,0,0,0,0,0,0,0,0,0
SPAN 1,1,Elementary Spanish,Juliet Falce-Robinson,WI,2017,2,11,19,5,3,0,0,0,0,0,0,0,0,0,6
SPAN 7A,7A,Introductory Spanish for Heritage Speakers,Juliet Falce-Robinson,WI,2017,2,15,7,4,5,1,0,1,0,0,0,0,0,0,1
SPAN 165SLM,165SLM,NA,Carlota Suhr,WI,2017,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0
SPAN 7B,7B,Intermediate Spanish for Heritage Speakers,Juliet Falce-Robinson,WI,2017,0,5,4,3,3,2,0,0,0,0,0,0,0,0,1
SPAN 27,27,Composition for Spanish Speakers,Gemma Repiso Puigdelliura,WI,2017,0,7,6,5,2,1,1,2,1,0,0,0,2,0,0
SPAN 170,170,"Topics in Media, Interdisciplinary, and Transhistorical Studies",John Dagenais,WI,2017,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0
SPAN 130,130,"Post-Romanticism, Realism, and Naturalism in Spain",John Dagenais,WI,2017,0,11,6,3,3,0,0,2,0,0,0,0,1,0,0
SPAN 25,25,Advanced Spanish and Composition,Audrey Harris,WI,2017,1,9,3,2,0,0,0,0,0,0,0,0,0,0,0
SPAN 170,170,"Topics in Media, Interdisciplinary, and Transhistorical Studies",Greg Cohen,WI,2017,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0
SPAN 170,170,"Topics in Media, Interdisciplinary, and Transhistorical Studies",Luz de la Torre,WI,2017,14,6,6,0,0,1,0,0,0,0,0,0,0,0,0
SPAN 25,25,Advanced Spanish and Composition,Juliet Falce-Robinson,WI,2017,2,14,13,6,4,0,1,0,0,0,0,0,0,0,0
SPAN 150,150,Topics in Contemporary Studies,Stephen Tobin,WI,2017,0,11,5,4,1,0,0,0,1,0,0,0,0,0,0
SPAN 5,5,Intermediate Spanish,Juliet Falce-Robinson,WI,2017,0,7,16,6,13,5,4,3,0,0,1,0,0,1,5
SPAN 170,170,"Topics in Media, Interdisciplinary, and Transhistorical Studies",Julio Puente Garcia,WI,2017,8,4,8,4,2,1,0,0,0,0,0,0,1,0,0
SPAN 170,170,"Topics in Media, Interdisciplinary, and Transhistorical Studies",J Marturano,WI,2017,4,9,6,4,1,0,0,0,0,0,0,0,0,0,1
SPAN 3,3,Elementary Spanish,Francisco Moreno Rivero,WI,2017,7,15,5,2,4,0,1,4,0,0,0,0,0,1,30
SPAN 2,2,Elementary Spanish,Juliet Falce-Robinson,WI,2017,8,69,53,27,24,4,6,2,3,0,2,0,0,5,38
SPAN 160,160,Topics in Spanish Linguistics,Juliet Falce-Robinson,WI,2017,1,6,13,3,4,2,0,1,0,0,0,0,0,0,0
SPAN 25,25,Advanced Spanish and Composition,Stephen Tobin,WI,2017,1,4,8,0,1,0,0,0,0,0,0,0,0,0,0
SPAN 4,4,Intermediate Spanish,Juliet Falce-Robinson,WI,2017,2,19,17,12,4,0,1,1,0,0,0,0,0,0,4
SPAN 120,120,History of Literature,Veronica Cortinez,WI,2017,4,12,5,5,5,5,2,3,1,0,1,0,2,0,0
SPAN 119,119,Structure of Literary Work,Jimena Rodriguez,WI,2017,9,12,4,4,0,0,0,0,0,0,0,0,0,0,0
SPAN 3,3,Elementary Spanish,Juliet Falce-Robinson,WI,2017,13,57,35,14,21,12,2,7,0,1,0,0,0,4,97
SPAN 27,27,Composition for Spanish Speakers,Juliet Falce-Robinson,WI,2017,0,7,6,5,2,1,1,2,1,0,0,0,2,0,0
STATS 13,13,Introduction to Statistical Methods for Life and Health Sciences,Michael Tsiang,WI,2017,26,62,28,19,9,4,5,4,2,0,0,0,1,0,0
STATS 13,13,Introduction to Statistical Methods for Life and Health Sciences,Robert Gould,WI,2017,2,109,0,14,33,1,2,6,0,0,1,0,0,0,0
STATS 10,10,Introduction to Statistical Reasoning,Michael Tsiang,WI,2017,22,61,11,16,24,11,10,8,8,0,0,0,0,0,4
STATS 100A,100A,Introduction to Probability,Juana Sanchez,WI,2017,6,13,18,18,22,8,13,14,8,2,2,1,3,1,1
STATS 100B,100B,Introduction to Mathematical Statistics,Nicolas Christou,WI,2017,0,17,9,17,12,3,2,2,0,0,0,0,0,0,1
STATS 102B,102B,Matrix Computation and Optimization for Statistics,Juana Sanchez,WI,2017,2,10,10,6,8,2,4,0,0,0,0,0,0,0,0
STATS 101B,101B,Introduction to Data Analysis and Regression,Hongquan Xu,WI,2017,2,6,9,10,10,12,2,11,4,0,2,3,3,0,0
STATS 10,10,Introduction to Statistical Reasoning,Miles Chen,WI,2017,19,81,17,14,16,7,10,8,0,0,0,0,3,1,3
STATS 102B,102B,Matrix Computation and Optimization for Statistics,Miles Chen,WI,2017,7,52,7,7,4,1,2,2,2,0,0,0,0,0,0
STATS 102B,102B,Matrix Computation and Optimization for Statistics,Qing Zhou,WI,2017,2,10,7,12,7,4,3,4,3,0,0,0,0,0,0
STATS 130,130,"Getting Up to Speed with SPSS, Stata, SAS, and R",Jihyeon Cha,WI,2017,7,15,11,4,3,0,1,0,0,0,0,0,0,0,3
STATS 186,186,Careers in Statistics,Robert Gould,WI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26
STATS 98T,98T,NA,Mark Handcock,WI,2017,2,6,5,1,2,1,0,1,0,0,0,0,0,0,0
STATS 35,35,Introduction to Probability with Applications to Poker,Jean Paik schoenberg,WI,2017,11,3,4,0,2,4,0,0,0,0,3,0,1,0,1
STATS C173,C173,Applied Geostatistics,Nicolas Christou,WI,2017,0,10,3,4,0,0,0,0,0,0,0,0,0,0,0
STATS 20,20,Introduction to Statistical Programming with R,Robert Gould,WI,2017,9,16,12,15,12,4,2,2,0,0,0,1,1,0,2
STATS 141SL,141SL,Practice of Statistical Consulting,Mahtash Esfandiari,WI,2017,0,49,8,0,10,1,0,0,0,0,0,0,0,0,0
STATS 10,10,Introduction to Statistical Reasoning,Robert Gould,WI,2017,3,36,50,21,28,0,0,21,6,0,5,0,0,3,3
STATS 10,10,Introduction to Statistical Reasoning,Jihyeon Cha,WI,2017,8,29,27,25,18,9,14,16,8,7,3,10,0,2,0
STATS 101B,101B,Introduction to Data Analysis and Regression,Linda Zanontian,WI,2017,1,59,47,25,18,10,2,2,3,0,0,0,0,0,0
STATS 100B,100B,Introduction to Mathematical Statistics,Akram Almohalwas,WI,2017,30,34,15,12,26,3,5,11,1,3,4,1,2,0,2
THAI 2,2,Introductory Thai,Jenjit Gasigitamrong,WI,2017,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 134E,134E,Dance for Musical Theater III,Cheryl Baxter-Ratliff,WI,2017,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
THEATER C156A,C156A,Introduction to Computer-Assisted Drafting,Myung Cho,WI,2017,0,1,0,5,1,4,0,0,0,0,1,0,0,0,0
THEATER 34B,34B,Dance for Musical Theater I,F Gunn,WI,2017,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 134B,134B,Dance for Musical Theater II,Dan Belzer,WI,2017,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 104D,104D,"New Playwrights, New Playwriting",Sylvan Oswald,WI,2017,0,8,3,4,1,0,0,2,0,0,0,0,0,0,0
THEATER 120C,120C,Acting and Performance in Film,Peter Shushtari,WI,2017,4,89,22,4,4,1,0,0,0,0,0,0,0,0,0
THEATER 35B,35B,Singing for Musical Theater I,Jeremy Mann,WI,2017,0,6,5,3,2,0,0,0,0,0,0,0,0,0,0
THEATER C104I,C104I,History of Design for Performance Production Part II: Historic Costume from Neoclassical to 21st Century,Paul Girard,WI,2017,0,6,3,0,2,0,1,0,0,0,0,0,0,0,0
THEATER 135B,135B,Singing for Musical Theater II,Jeremy Mann,WI,2017,0,7,9,0,0,0,0,0,0,0,0,0,1,0,0
THEATER 50,50,Theater Production,K.M. Service,WI,2017,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0
THEATER 124D,124D,Voice and Speech III,M.L. Wissner,WI,2017,2,17,5,1,1,0,1,3,0,0,2,0,0,0,0
THEATER 27,27,Vaudeville and Physical Comedy,Thomas Orth,WI,2017,1,20,4,1,0,0,0,0,0,0,0,0,0,0,0
THEATER 28D,28D,"Acting, Voice, and Movement Workshop I",Amy Chaffee,WI,2017,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0
THEATER 124A,124A,Voice and Speech II,Paul Wagar,WI,2017,0,6,23,4,2,4,1,0,1,0,0,0,0,0,0
THEATER 134B,134B,Dance for Musical Theater II,Cheryl Baxter-Ratliff,WI,2017,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 134E,134E,Dance for Musical Theater III,Dan Belzer,WI,2017,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 135B,135B,Singing for Musical Theater II,Dan Belzer,WI,2017,0,7,9,0,0,0,0,0,0,0,0,0,1,0,0
THEATER 138,138,Special Problems in Performance Techniques,April Shawhan,WI,2017,0,8,5,2,2,0,0,0,0,0,0,0,0,0,0
THEATER 118A,118A,Creative Dramatics,Perry Daniel,WI,2017,8,6,3,0,2,0,0,0,0,0,0,1,0,0,0
THEATER 134B,134B,Dance for Musical Theater II,Leanora Martino,WI,2017,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 1B,1B,Introduction to Dance for Music Theater,Weizhang Wang,WI,2017,0,27,20,0,5,5,0,1,0,0,0,0,1,0,0
THEATER 50,50,Theater Production,Daniel Ionazzi,WI,2017,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0
THEATER 135B,135B,Singing for Musical Theater II,V. Lavan Liberty,WI,2017,0,7,9,0,0,0,0,0,0,0,0,0,1,0,0
THEATER 134E,134E,Dance for Musical Theater III,Leanora Martino,WI,2017,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 28E,28E,"Acting, Voice, and Movement Workshop I",Sharna Fabiano,WI,2017,3,15,11,2,5,2,0,0,1,0,0,0,0,0,0
THEATER 72,72,"Production Practice in Theater, Film, Video, and Digital Media",Marilyn Fox,WI,2017,3,14,14,6,3,0,1,0,0,0,0,0,0,0,0
THEATER C146B,C146B,Art and Process of Entertainment Design,David Durham,WI,2017,0,4,18,9,0,0,0,0,0,0,0,0,0,0,0
THEATER 15,15,Introduction to Directing,Brian Kite,WI,2017,0,14,26,1,1,0,0,0,0,0,0,0,0,0,0
THEATER 11,11,Approaches to Interpretation of Theater and Performance,Suk-Young Kim,WI,2017,1,15,8,6,14,5,4,2,3,0,0,1,1,0,0
THEATER C146B,C146B,Art and Process of Entertainment Design,Jackson Beatty,WI,2017,0,4,18,9,0,0,0,0,0,0,0,0,0,0,0
THEATER 28B,28B,"Acting, Voice, and Movement Workshop I",Amy Chaffee,WI,2017,8,11,14,2,2,1,1,0,0,0,0,0,0,0,0
THEATER 135E,135E,Singing for Musical Theater III,Jeremy Mann,WI,2017,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0
THEATER 34B,34B,Dance for Musical Theater I,Natsuo Tomita,WI,2017,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0
THEATER 35B,35B,Singing for Musical Theater I,Dan Belzer,WI,2017,0,6,5,3,2,0,0,0,0,0,0,0,0,0,0
THEATER 135E,135E,Singing for Musical Theater III,Dan Belzer,WI,2017,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0
